Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00       1/2           std::vector<std::vector<std::vector<RegionalFragments, std::allocator<RegionalFragments> >, std::allocator<std::vector<RegionalFragments, std::allocator<RegionalFragments> > > >, std::allocator<std::vector<std::vector<RegionalFragments, std::allocator<RegionalFragments> >, std::allocator<std::vector<RegionalFragments, std::allocator<RegionalFragments> > > > > >::resize(unsigned long, std::vector<std::vector<RegionalFragments, std::allocator<RegionalFragments> >, std::allocator<std::vector<RegionalFragments, std::allocator<RegionalFragments> > > >) [269]
-----------------------------------------------
                0.00    0.00       1/1           Config::init_with_defaults() [90]
[386]    0.0    0.00    0.00       1         Config::init_model_size_and_region_thresholds() [386]
                0.00    0.00       1/1289        std::vector<float, std::allocator<float> >::_M_fill_insert(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, unsigned long, float const&) [131]
                0.00    0.00       1/17          std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::vector<float, std::allocator<float> >*, std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > > >, unsigned long, std::vector<float, std::allocator<float> > const&) [191]
-----------------------------------------------
                0.00    0.00       1/1           Config::parse_config_parameter(char*) [88]
[387]    0.0    0.00    0.00       1         Config::set_all_regional_fragment_relationships() [387]
                0.00    0.00      21/21          RegionalFragments::set_fragment_relationships(Config*) [188]
-----------------------------------------------
                0.00    0.00       1/1           MsClusterDataStorage::initialize(MsParameterStruct*, Config const*, MsSimilarityModel const*) [79]
[388]    0.0    0.00    0.00       1         Cluster::setTolerances(float, float) [388]
-----------------------------------------------
                0.00    0.00       1/1           MsClusterDataStorage::~MsClusterDataStorage() [377]
[389]    0.0    0.00    0.00       1         ClustFile::~ClustFile() [389]
-----------------------------------------------
                0.00    0.00       1/1           MsClusterAlgorithm::performClustering(MsParameterStruct*, AllScoreModels const*, bool) [4]
[390]    0.0    0.00    0.00       1         ClusterOutputter::reportClusterStats() const [390]
-----------------------------------------------
                0.00    0.00       1/1           PMCSQS_Scorer::readSqsModels(Config const*, char const*) [364]
[391]    0.0    0.00    0.00       1         std::basic_ifstream<char, std::char_traits<char> >::basic_ifstream(char const*, std::_Ios_Openmode) [clone .constprop.436] [391]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<std::vector<AA_combo, std::allocator<AA_combo> >, std::allocator<std::vector<AA_combo, std::allocator<AA_combo> > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::vector<AA_combo, std::allocator<AA_combo> >*, std::vector<std::vector<AA_combo, std::allocator<AA_combo> >, std::allocator<std::vector<AA_combo, std::allocator<AA_combo> > > > >, unsigned long, std::vector<AA_combo, std::allocator<AA_combo> > const&) [401]
[392]    0.0    0.00    0.00       1         void std::__uninitialized_fill_n<false>::__uninit_fill_n<std::vector<AA_combo, std::allocator<AA_combo> >*, unsigned long, std::vector<AA_combo, std::allocator<AA_combo> > >(std::vector<AA_combo, std::allocator<AA_combo> >*, unsigned long, std::vector<AA_combo, std::allocator<AA_combo> > const&) [392]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<std::vector<std::vector<MlModel*, std::allocator<MlModel*> >, std::allocator<std::vector<MlModel*, std::allocator<MlModel*> > > >, std::allocator<std::vector<std::vector<MlModel*, std::allocator<MlModel*> >, std::allocator<std::vector<MlModel*, std::allocator<MlModel*> > > > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::vector<std::vector<MlModel*, std::allocator<MlModel*> >, std::allocator<std::vector<MlModel*, std::allocator<MlModel*> > > >*, std::vector<std::vector<std::vector<MlModel*, std::allocator<MlModel*> >, std::allocator<std::vector<MlModel*, std::allocator<MlModel*> > > >, std::allocator<std::vector<std::vector<MlModel*, std::allocator<MlModel*> >, std::allocator<std::vector<MlModel*, std::allocator<MlModel*> > > > > > >, unsigned long, std::vector<std::vector<MlModel*, std::allocator<MlModel*> >, std::allocator<std::vector<MlModel*, std::allocator<MlModel*> > > > const&) [405]
[393]    0.0    0.00    0.00       1         void std::__uninitialized_fill_n<false>::__uninit_fill_n<std::vector<std::vector<MlModel*, std::allocator<MlModel*> >, std::allocator<std::vector<MlModel*, std::allocator<MlModel*> > > >*, unsigned long, std::vector<std::vector<MlModel*, std::allocator<MlModel*> >, std::allocator<std::vector<MlModel*, std::allocator<MlModel*> > > > >(std::vector<std::vector<MlModel*, std::allocator<MlModel*> >, std::allocator<std::vector<MlModel*, std::allocator<MlModel*> > > >*, unsigned long, std::vector<std::vector<MlModel*, std::allocator<MlModel*> >, std::allocator<std::vector<MlModel*, std::allocator<MlModel*> > > > const&) [393]
-----------------------------------------------
                0.00    0.00       1/1           DatFileWriter::convertDataToDatFirstPass(MsParameterStruct const*) [1]
[394]    0.0    0.00    0.00       1         std::vector<SinglePath, std::allocator<SinglePath> >::_M_fill_insert(__gnu_cxx::__normal_iterator<SinglePath*, std::vector<SinglePath, std::allocator<SinglePath> > >, unsigned long, SinglePath const&) [394]
-----------------------------------------------
                0.00    0.00       1/1           ClusterOutputter::init(MsParameterStruct const*, float) [370]
[395]    0.0    0.00    0.00       1         std::vector<OutputFilesForMzSlice, std::allocator<OutputFilesForMzSlice> >::_M_fill_insert(__gnu_cxx::__normal_iterator<OutputFilesForMzSlice*, std::vector<OutputFilesForMzSlice, std::allocator<OutputFilesForMzSlice> > >, unsigned long, OutputFilesForMzSlice const&) [395]
-----------------------------------------------
                0.00    0.00       1/1           Config::calc_aa_combo_masses() [382]
[396]    0.0    0.00    0.00       1         std::vector<AA_combo, std::allocator<AA_combo> >::reserve(unsigned long) [396]
-----------------------------------------------
                0.00    0.00       1/1           MlFeatureSet::readFeatureFile(std::basic_ifstream<char, std::char_traits<char> >&) [363]
[397]    0.0    0.00    0.00       1         std::vector<MlFeature, std::allocator<MlFeature> >::_M_fill_insert(__gnu_cxx::__normal_iterator<MlFeature*, std::vector<MlFeature, std::allocator<MlFeature> > >, unsigned long, MlFeature const&) [397]
-----------------------------------------------
                0.00    0.00       1/1           MsClusterDataStorage::initialize(MsParameterStruct*, Config const*, MsSimilarityModel const*) [79]
[398]    0.0    0.00    0.00       1         std::vector<AllocatedVector<unsigned int>*, std::allocator<AllocatedVector<unsigned int>*> >::_M_insert_aux(__gnu_cxx::__normal_iterator<AllocatedVector<unsigned int>**, std::vector<AllocatedVector<unsigned int>*, std::allocator<AllocatedVector<unsigned int>*> > >, AllocatedVector<unsigned int>* const&) [398]
-----------------------------------------------
                0.00    0.00       1/1           PMCSQS_Scorer::readSqsModels(Config const*, char const*) [364]
[399]    0.0    0.00    0.00       1         std::vector<MlModel*, std::allocator<MlModel*> >::resize(unsigned long, MlModel*) [clone .constprop.435] [399]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<std::vector<std::vector<RegionalFragments, std::allocator<RegionalFragments> >, std::allocator<std::vector<RegionalFragments, std::allocator<RegionalFragments> > > >, std::allocator<std::vector<std::vector<RegionalFragments, std::allocator<RegionalFragments> >, std::allocator<std::vector<RegionalFragments, std::allocator<RegionalFragments> > > > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::vector<std::vector<RegionalFragments, std::allocator<RegionalFragments> >, std::allocator<std::vector<RegionalFragments, std::allocator<RegionalFragments> > > >*, std::vector<std::vector<std::vector<RegionalFragments, std::allocator<RegionalFragments> >, std::allocator<std::vector<RegionalFragments, std::allocator<RegionalFragments> > > >, std::allocator<std::vector<std::vector<RegionalFragments, std::allocator<RegionalFragments> >, std::allocator<std::vector<RegionalFragments, std::allocator<RegionalFragments> > > > > > >, unsigned long, std::vector<std::vector<RegionalFragments, std::allocator<RegionalFragments> >, std::allocator<std::vector<RegionalFragments, std::allocator<RegionalFragments> > > > const&) [268]
[400]    0.0    0.00    0.00       1         std::vector<std::vector<RegionalFragments, std::allocator<RegionalFragments> >, std::allocator<std::vector<RegionalFragments, std::allocator<RegionalFragments> > > >::vector(std::vector<std::vector<RegionalFragments, std::allocator<RegionalFragments> >, std::allocator<std::vector<RegionalFragments, std::allocator<RegionalFragments> > > > const&) [400]
-----------------------------------------------
                0.00    0.00       1/1           Config::calc_aa_combo_masses() [382]
[401]    0.0    0.00    0.00       1         std::vector<std::vector<AA_combo, std::allocator<AA_combo> >, std::allocator<std::vector<AA_combo, std::allocator<AA_combo> > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::vector<AA_combo, std::allocator<AA_combo> >*, std::vector<std::vector<AA_combo, std::allocator<AA_combo> >, std::allocator<std::vector<AA_combo, std::allocator<AA_combo> > > > >, unsigned long, std::vector<AA_combo, std::allocator<AA_combo> > const&) [401]
                0.00    0.00       2/2           std::vector<AA_combo, std::allocator<AA_combo> >* std::__uninitialized_copy<false>::__uninit_copy<std::vector<AA_combo, std::allocator<AA_combo> >*, std::vector<AA_combo, std::allocator<AA_combo> >*>(std::vector<AA_combo, std::allocator<AA_combo> >*, std::vector<AA_combo, std::allocator<AA_combo> >*, std::vector<AA_combo, std::allocator<AA_combo> >*) [263]
                0.00    0.00       1/1           void std::__uninitialized_fill_n<false>::__uninit_fill_n<std::vector<AA_combo, std::allocator<AA_combo> >*, unsigned long, std::vector<AA_combo, std::allocator<AA_combo> > >(std::vector<AA_combo, std::allocator<AA_combo> >*, unsigned long, std::vector<AA_combo, std::allocator<AA_combo> > const&) [392]
-----------------------------------------------
                0.00    0.00       1/1           PMCSQS_Scorer::read_pmc_rank_models(Config const*, char const*) [365]
[402]    0.0    0.00    0.00       1         std::vector<std::vector<RankBoostModel*, std::allocator<RankBoostModel*> >, std::allocator<std::vector<RankBoostModel*, std::allocator<RankBoostModel*> > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::vector<RankBoostModel*, std::allocator<RankBoostModel*> >*, std::vector<std::vector<RankBoostModel*, std::allocator<RankBoostModel*> >, std::allocator<std::vector<RankBoostModel*, std::allocator<RankBoostModel*> > > > >, unsigned long, std::vector<RankBoostModel*, std::allocator<RankBoostModel*> > const&) [402]
